status,card_present,Tax_desc,Balance,Gender,Age,State,Amount,Movement,SalaryPerAnnum
1,1.00,0,4039.11,2,30,1.00,10.30,0,48592.92
1,1.00,0,9857.26,2,69,2.00,19.14,0,118516.80
1,1.00,2,18907.91,2,35,1.00,223.06,0,229571.64
2,0.80,1,7273.95,2,28,2.86,188.00,0,89543.40
2,0.80,1,10341.69,2,22,2.86,25.00,0,124400.28
1,1.00,0,1305.42,1,26,1.00,4.13,0,15714.60
1,1.00,0,17652.94,2,19,2.00,48.16,0,212413.20
2,0.80,3,53330.53,2,22,2.86,36.00,0,640398.36
1,1.00,0,9162.37,1,27,5.00,14.06,0,110117.16
1,1.00,2,9144.23,1,30,2.00,25.87,0,110041.20
2,0.80,1,5400.16,1,24,2.86,38.00,0,65257.92
1,1.00,0,1299.87,1,26,1.00,5.55,0,15665.04
1,1.00,0,4396.62,2,31,3.00,19.75,0,52996.44
1,1.00,0,6783.83,2,20,2.00,14.73,0,81582.72
2,0.80,1,27485.77,1,34,2.86,31.00,0,330201.24
2,0.80,1,4117.71,1,64,2.86,30.00,0,49772.52
2,0.80,3,85811.29,2,40,2.86,39.00,0,1030203.48
1,0.00,0,9576.47,2,20,3.00,25.93,0,115228.80
2,0.80,1,19422.05,1,40,2.86,116.00,0,234456.60
2,0.80,1,6734.83,2,20,2.86,49.00,0,81405.96
1,0.00,2,14849.17,2,24,1.00,17.64,0,178401.72
1,1.00,0,60826.98,2,19,3.00,240.73,0,732812.52
2,0.80,3,10308.69,2,22,2.86,33.00,0,124100.28
2,0.80,1,6687.43,1,18,2.86,189.00,0,82517.16
1,0.00,0,22855.27,1,35,2.00,17.18,0,274469.40
1,1.00,2,8047.11,1,20,5.00,14.66,0,96741.24
1,1.00,0,18885.33,2,35,1.00,22.58,0,226894.92
1,1.00,0,5407.83,1,43,2.00,24.04,0,65182.44
1,1.00,2,2759.51,1,30,3.00,120.34,0,34558.20
1,1.00,2,1285.62,1,26,7.00,14.25,0,15598.44
1,1.00,0,2250.11,2,37,1.00,43.69,0,27525.60
1,1.00,2,5377.58,1,24,2.00,22.58,0,64801.92
1,0.00,0,2244.44,2,37,1.00,5.67,0,27001.32
1,1.00,2,9147.66,1,27,5.00,14.71,0,109948.44
2,0.80,1,41222.80,2,21,2.86,42.00,0,495177.60
2,0.80,1,14598.43,2,25,2.86,89.00,0,176249.16
1,1.00,0,5206.89,1,24,3.00,170.69,0,64530.96
1,1.00,2,22796.11,1,35,2.00,59.16,0,274263.24
1,1.00,2,2226.96,2,37,1.00,17.48,0,26933.28
1,1.00,0,11450.81,2,38,8.00,19.15,0,137639.52
1,1.00,2,22293.75,2,38,2.00,19.14,0,267754.68
2,0.80,1,43578.38,2,28,2.86,28.00,0,523276.56
2,0.80,3,21646.11,2,43,2.86,31.00,0,260125.32
2,0.80,3,33281.64,1,43,2.86,38.00,0,399835.68
2,0.80,1,13788.45,2,28,2.86,34.00,0,165869.40
1,1.00,0,9128.77,1,27,5.00,18.89,0,109771.92
1,1.00,0,20674.20,2,23,3.00,27.62,0,248421.84
1,0.00,0,20655.29,2,23,3.00,18.91,0,248090.40
1,1.00,0,6713.64,2,20,2.00,21.19,0,80817.96
1,1.00,0,9515.49,2,20,3.00,60.98,0,114917.64
1,1.00,2,13120.59,2,35,3.00,35.06,0,157867.80
1,1.00,0,117816.55,2,42,1.00,58.02,0,1414494.84
2,0.80,1,16483.36,1,23,2.86,179.00,0,199948.32
2,0.80,1,11448.94,2,19,2.86,37.00,0,137831.28
1,0.00,0,6678.38,1,18,3.00,9.05,0,80249.16
1,1.00,0,11428.95,2,38,4.00,21.86,0,137409.72
1,1.00,2,9904.65,2,21,2.00,35.84,0,119285.88
1,1.00,0,9895.14,2,21,2.00,9.51,0,118855.80
1,1.00,0,1785.66,2,38,2.00,45.05,0,21968.52
1,1.00,0,9886.02,2,21,2.00,9.12,0,118741.68
2,0.80,3,20506.81,2,18,2.86,40.00,0,246561.72
1,0.00,2,11544.78,1,25,5.00,148.22,0,140316.00
1,0.00,0,10935.74,2,31,3.00,22.16,0,131494.80
1,1.00,2,9051.67,1,27,5.00,77.10,0,109545.24
1,1.00,0,6205.05,1,24,5.00,16.50,0,74658.60
1,1.00,0,267028.97,2,46,2.00,21.69,0,3204607.92
1,1.00,2,3454.32,1,18,1.00,5.71,0,41520.36
1,1.00,2,2063.14,1,30,1.00,7081.09,0,109730.76
1,0.00,0,6176.43,1,24,4.00,28.62,0,74460.60
2,0.80,1,7679.09,1,53,2.86,156.00,0,94021.08
1,1.00,2,7674.68,2,23,3.00,8.58,0,92199.12
1,1.00,2,266981.30,2,46,2.00,47.67,0,3204347.64
1,0.00,2,1268.21,1,26,1.00,17.41,0,15427.44
1,1.00,0,205572.57,1,40,2.00,51.45,0,2467488.24
1,1.00,2,11473.14,1,25,2.00,71.64,0,138537.36
1,0.00,0,6665.89,1,18,3.00,12.49,0,80140.56
1,1.00,0,12642.77,1,34,3.00,317.15,0,155519.04
1,1.00,0,9038.65,1,27,5.00,13.02,0,108620.04
1,1.00,0,1244.58,1,26,1.00,23.63,0,15218.52
2,0.80,1,2737.51,1,30,2.86,22.00,0,33114.12
1,1.00,2,60779.69,2,19,3.00,47.29,0,729923.76
1,0.00,2,8039.11,1,20,5.00,8.00,0,96565.32
1,1.00,0,13105.33,2,35,5.00,15.26,0,157447.08
1,0.00,0,205531.29,1,40,2.00,41.28,0,2466870.84
1,1.00,2,6285.50,1,18,4.00,16.05,0,75618.60
1,0.00,2,10927.59,2,31,3.00,8.15,0,131228.88
2,0.80,1,10865.23,2,31,2.86,45.00,0,130922.76
2,0.80,1,20518.11,2,43,2.86,1128.00,0,259753.32
1,1.00,0,1223.39,1,26,1.00,21.19,0,14934.96
1,1.00,0,24596.30,1,46,4.00,76.03,0,296067.96
1,1.00,0,10910.23,2,31,3.00,17.36,0,131131.08
2,0.80,1,16465.36,1,23,2.86,18.00,0,197800.32
2,0.80,3,20479.81,2,18,2.86,27.00,0,246081.72
2,0.80,1,8031.06,1,21,2.86,78.00,0,97308.72
1,0.00,2,1214.04,1,26,1.00,9.35,0,14680.68
1,1.00,0,4014.49,2,30,1.00,24.62,0,48469.32
1,1.00,0,1209.33,1,26,1.00,4.71,0,14568.48
1,1.00,2,14579.41,2,25,5.00,19.02,0,175181.16
1,0.00,0,4767.58,1,40,1.00,36.51,0,57649.08
2,0.80,1,21897.91,2,29,2.86,48.00,0,263350.92
2,0.80,1,7632.68,2,23,2.86,42.00,0,92096.16
1,1.00,0,5196.81,1,24,2.00,10.08,0,62482.68
1,0.00,2,11234.72,1,30,3.00,7.08,0,134901.60
1,1.00,0,14526.08,2,25,5.00,53.33,0,174952.92
1,1.00,2,4749.91,1,40,1.00,17.67,0,57210.96
1,1.00,2,14508.08,2,25,5.00,18.00,0,174312.96
1,1.00,2,5693.65,1,26,3.00,39.96,0,68803.32
1,0.00,2,7548.05,2,26,5.00,17.63,0,90788.16
1,1.00,0,10855.25,2,31,3.00,9.98,0,130382.76
1,1.00,2,14810.43,2,24,3.00,38.74,0,178190.04
2,0.80,1,3404.32,1,18,2.86,50.00,0,41451.84
1,1.00,2,11166.53,1,30,3.00,68.19,0,134816.64
1,1.00,2,5181.62,1,24,2.00,15.19,0,62361.72
1,1.00,2,22780.09,1,35,2.00,16.02,0,273553.32
1,1.00,2,6645.35,1,18,3.00,20.54,0,79990.68
1,1.00,2,4686.67,1,40,3.00,63.24,0,56998.92
1,1.00,0,9027.92,1,27,5.00,10.73,0,108463.80
1,1.00,0,5166.93,1,24,2.00,14.69,0,62179.44
1,1.00,2,7531.25,2,26,5.00,16.80,0,90576.60
1,1.00,2,14784.14,2,24,1.00,26.29,0,177725.16
1,1.00,2,5161.91,1,24,2.00,5.02,0,62003.16
1,1.00,2,10831.39,2,31,3.00,23.86,0,130263.00
1,1.00,0,43591.06,2,38,3.00,48.08,0,523669.68
1,1.00,0,5155.56,1,24,2.00,6.35,0,61942.92
2,0.80,1,20016.15,2,40,2.86,25.00,0,240493.80
1,1.00,2,5653.51,1,26,3.00,40.14,0,68323.80
1,1.00,0,14775.24,2,24,1.00,8.90,0,177409.68
1,0.00,2,4678.75,1,40,1.00,7.92,0,56240.04
1,1.00,0,4668.46,1,40,1.00,10.29,0,56145.00
1,0.00,0,5143.80,1,24,2.00,11.76,0,61866.72
1,1.00,2,3994.47,2,24,3.00,34.19,0,48343.92
1,0.00,0,8562.74,1,41,2.00,131.73,0,104333.64
1,0.00,2,1201.68,1,26,3.00,7.65,0,14511.96
1,1.00,2,8030.47,1,20,3.00,8.64,0,96469.32
2,0.80,1,19975.11,2,43,2.86,543.00,0,246217.32
2,0.80,1,9568.81,1,21,2.86,193.00,0,117141.72
2,0.80,3,15911.45,2,39,2.86,33.00,0,191333.40
2,0.80,3,10598.95,1,19,2.86,24.00,0,127475.40
2,0.80,1,1997.14,1,30,2.86,66.00,0,24757.68
2,0.80,1,10274.69,2,22,2.86,34.00,0,123704.28
2,0.80,1,5119.53,1,35,2.86,35.00,0,61854.36
1,1.00,2,11462.61,1,25,3.00,10.53,0,137677.68
2,0.80,1,19340.05,1,40,2.86,82.00,0,233064.60
2,0.80,3,205480.29,1,40,2.86,51.00,0,2466375.48
1,0.00,2,5374.07,1,43,2.00,33.76,0,64893.96
1,1.00,0,1192.14,1,26,1.00,9.54,0,14420.16
2,0.80,3,14733.70,2,24,2.86,39.00,0,177272.40
1,1.00,2,1182.86,1,26,1.00,9.28,0,14305.68
1,1.00,2,4911.67,2,25,1.00,14.01,0,59108.16
1,1.00,0,5358.28,1,43,2.00,15.79,0,64488.84
1,1.00,2,6277.55,1,18,5.00,7.95,0,75426.00
1,1.00,0,11605.85,1,34,7.00,45.00,0,139810.20
1,1.00,0,2715.77,1,30,4.00,21.74,0,32850.12
1,1.00,2,1994.57,1,30,2.00,2.57,0,23965.68
1,1.00,2,8247.45,1,25,5.00,28.96,0,99316.92
1,1.00,0,18876.19,2,35,1.00,9.14,0,226623.96
1,1.00,0,11130.59,1,30,2.00,35.94,0,133998.36
1,1.00,0,8220.31,1,25,5.00,27.14,0,98969.40
1,1.00,2,10820.14,2,31,4.00,11.25,0,129976.68
1,1.00,2,14772.70,2,24,1.00,2.54,0,177302.88
1,1.00,2,4654.98,1,40,1.00,13.48,0,56021.52
1,1.00,0,11577.54,1,34,3.00,28.31,0,139270.20
1,1.00,2,8205.65,1,25,3.00,14.66,0,98643.72
1,1.00,2,117775.48,2,42,1.00,41.07,0,1413798.60
1,1.00,0,18841.04,2,35,1.00,35.15,0,226514.28
1,1.00,2,1764.11,2,38,3.00,21.55,0,21427.92
1,1.00,2,20006.06,2,40,2.00,10.09,0,240193.80
1,1.00,2,8183.37,1,25,3.00,22.28,0,98467.80
2,0.80,3,7183.95,2,28,2.86,90.00,0,87287.40
2,0.80,4,14354.16,1,34,2.86,1711.39,1,192786.60
2,0.80,1,14308.16,1,34,2.86,46.00,0,172249.92
2,0.80,1,60742.69,2,19,2.86,37.00,0,729356.28
2,0.80,4,5524.86,1,40,2.86,892.09,1,77003.40
2,0.80,1,43549.06,2,38,2.86,42.00,0,523092.72
2,0.80,4,7496.65,1,26,2.86,1843.14,1,112077.48
1,1.00,2,4892.55,2,25,2.00,19.12,0,58940.04
1,1.00,2,4632.77,1,40,1.00,22.21,0,55859.76
1,1.00,2,8528.08,1,41,2.00,34.66,0,102752.88
2,0.80,4,10064.07,2,20,2.86,1640.83,1,140458.80
2,0.80,4,5982.48,1,35,2.86,862.95,1,82145.16
2,0.80,3,11112.52,2,27,2.86,140.00,0,135030.24
2,0.80,1,20306.81,2,18,2.86,173.00,0,245757.72
2,0.80,3,7533.68,2,23,2.86,99.00,0,91592.16
1,1.00,0,2677.11,1,30,3.00,38.66,0,32589.24
1,0.00,0,117730.45,2,42,2.00,45.03,0,1413305.76
2,0.80,4,13706.66,2,31,2.86,2886.52,1,199118.16
2,0.80,4,22563.12,2,43,2.86,2588.01,1,301813.56
2,0.80,4,12508.75,2,27,2.86,1396.23,1,166859.76
2,0.80,4,33946.07,1,43,2.86,664.43,1,415326.00
2,0.80,4,6203.64,1,24,2.86,1059.84,1,87161.76
2,0.80,4,12439.49,2,19,2.86,990.55,1,161160.48
1,1.00,0,3272.43,1,21,2.00,3680.71,0,83437.68
1,0.00,2,14294.81,1,34,3.00,13.35,0,171697.92
1,1.00,2,8180.04,1,25,5.00,3.33,0,98200.44
2,0.80,1,15543.86,2,21,2.86,40.00,0,187006.32
2,0.80,4,22286.42,2,40,2.86,2280.36,1,294801.36
2,0.80,1,43558.38,2,28,2.86,20.00,0,522940.56
2,0.80,1,14663.70,2,24,2.86,70.00,0,176804.40
2,0.80,4,12739.58,1,30,2.86,1636.72,1,172515.60
1,1.00,2,11102.86,1,30,3.00,27.73,0,133567.08
1,1.00,2,20638.26,2,23,5.00,17.03,0,247863.48
1,1.00,2,6546.24,2,42,3.00,53.44,0,79196.16
2,0.80,3,1939.57,1,30,2.86,55.00,0,23934.84
2,0.80,1,16443.36,1,23,2.86,22.00,0,197584.32
1,1.00,2,12489.52,2,27,2.00,19.23,0,150105.00
1,1.00,2,13687.31,2,31,8.00,19.35,0,164479.92
1,0.00,2,9626.74,1,20,3.00,74.31,0,116412.60
1,1.00,0,17619.00,2,19,2.00,33.94,0,211835.28
2,0.80,4,63597.43,2,19,2.86,2854.74,1,797426.04
2,0.80,1,10562.95,1,19,2.86,36.00,0,127187.40
2,0.80,4,47613.15,2,28,2.86,4054.77,1,620015.04
2,0.80,1,18720.04,2,35,2.86,121.00,0,226092.48
2,0.80,1,6150.64,1,24,2.86,53.00,0,74443.68
1,1.00,0,4882.34,2,25,6.00,10.21,0,58710.60
1,0.00,2,5369.90,1,40,1.00,154.96,0,66298.32
2,0.80,3,12584.58,1,30,2.86,155.00,0,152874.96
1,1.00,2,15894.34,2,39,2.00,17.11,0,190937.40
1,1.00,2,4329.69,2,31,3.00,66.93,0,52759.44
2,0.80,1,9948.07,2,20,2.86,116.00,0,120768.84
2,0.80,1,20251.81,2,18,2.86,55.00,0,243681.72
1,1.00,2,1161.23,1,26,1.00,21.63,0,14194.32
1,1.00,0,4796.15,2,25,2.00,86.19,0,58588.08
2,0.80,1,9793.26,2,69,2.86,64.00,0,118287.12
2,0.80,1,117697.45,2,42,2.86,33.00,0,1412765.40
2,0.80,1,3343.32,1,18,2.86,61.00,0,40851.84
2,0.80,3,7834.80,1,47,2.86,121.00,0,95469.60
1,1.00,0,1147.08,1,26,2.00,14.15,0,13934.76
1,1.00,0,4006.27,2,30,1.00,8.22,0,48173.88
1,1.00,0,6528.89,2,42,3.00,17.35,0,78554.88
1,1.00,2,15811.96,2,39,2.00,82.38,0,190732.08
1,1.00,0,4095.32,1,64,2.00,22.39,0,49412.52
1,0.00,0,20859.59,2,29,3.00,1038.32,0,262774.92
1,1.00,2,14657.52,2,24,1.00,6.18,0,175964.40
1,1.00,0,41199.90,2,21,2.00,22.90,0,494673.60
1,1.00,0,9491.97,2,20,3.00,23.52,0,114185.88
1,1.00,0,6123.85,1,24,2.00,26.79,0,73807.68
1,1.00,2,11545.53,1,34,7.00,32.01,0,138930.48
1,1.00,0,1105.11,1,26,1.00,41.97,0,13764.96
2,0.80,1,12408.49,2,19,2.86,31.00,0,149273.88
1,1.00,0,14644.52,2,24,1.00,13.00,0,175890.24
1,1.00,0,7486.44,1,26,3.00,10.21,0,89959.80
2,0.80,3,4215.15,1,27,2.86,20.00,0,50821.80
2,0.80,1,11008.79,2,26,2.86,61.00,0,132837.48
1,0.00,2,9592.62,1,20,3.00,34.12,0,115520.88
2,0.80,3,1085.11,1,26,2.86,20.00,0,13261.32
2,0.80,3,22763.09,1,35,2.86,17.00,0,273361.08
2,0.80,5,20816.59,2,29,2.86,43.00,0,250315.08
2,0.80,1,3091.43,1,21,2.86,181.00,0,39269.16
2,0.80,3,20150.81,2,18,2.86,101.00,0,243021.72
2,0.80,3,9548.81,1,21,2.86,20.00,0,114825.72
2,0.80,1,47583.15,2,28,2.86,30.00,0,571357.80
1,1.00,2,8020.51,1,20,5.00,9.96,0,96365.64
2,0.80,3,22251.75,2,38,2.86,42.00,0,267525.00
2,0.80,1,11525.53,1,34,2.86,20.00,0,138546.36
2,0.80,3,22174.42,2,40,2.86,112.00,0,267437.04
2,0.80,1,23702.54,1,39,2.86,21.00,0,284682.48
1,1.00,2,1072.80,1,26,1.00,12.31,0,13021.32
2,0.80,1,17183.17,2,20,2.86,39.00,0,206666.04
2,0.80,1,9914.07,2,20,2.86,34.00,0,119376.84
2,0.80,1,1036.80,1,26,2.86,36.00,0,12873.60
2,0.80,1,9599.26,2,69,2.86,194.00,0,117519.12
2,0.80,1,22727.09,1,35,2.86,36.00,0,273157.08
1,1.00,2,20572.21,2,23,3.00,66.05,0,247659.12
2,0.80,3,47554.15,2,28,2.86,29.00,0,570997.80
2,0.80,1,17410.58,1,19,2.86,54.00,0,209574.96
1,0.00,2,8012.13,1,20,3.00,8.38,0,96246.12
1,1.00,0,63544.15,2,19,4.00,53.28,0,763169.16
1,1.00,0,4303.44,2,31,3.00,26.25,0,51956.28
1,0.00,0,15779.81,2,39,4.00,32.15,0,189743.52
1,1.00,0,63520.27,2,19,5.00,23.88,0,762529.80
1,0.00,2,9014.65,1,27,5.00,13.27,0,108335.04
1,1.00,0,8517.14,1,41,2.00,10.94,0,102336.96
1,1.00,0,1028.00,1,26,1.00,8.80,0,12441.60
1,0.00,2,29455.47,1,50,2.00,24.85,0,353763.84
1,1.00,0,6674.03,2,20,2.00,39.61,0,80563.68
1,1.00,0,7468.08,1,26,3.00,18.36,0,89837.28
1,1.00,2,2486.69,1,30,3.00,190.42,0,32125.32
1,1.00,0,1023.72,1,26,5.00,4.28,0,12336.00
1,1.00,2,3996.16,2,30,1.00,10.11,0,48075.24
1,1.00,0,8165.99,1,25,3.00,14.05,0,98160.48
2,0.80,1,11347.95,2,38,2.86,81.00,0,137147.40
1,1.00,2,15705.94,2,39,2.00,73.87,0,189357.72
1,1.00,2,12391.44,2,19,5.00,17.05,0,148901.88
1,1.00,0,6095.05,1,24,2.00,28.80,0,73486.20
1,0.00,2,12359.58,2,19,5.00,31.86,0,148697.28
2,0.80,1,22682.09,1,35,2.86,45.00,0,272725.08
1,1.00,2,20801.63,2,29,1.00,14.96,0,249799.08
1,1.00,0,8148.27,1,25,5.00,17.72,0,97991.88
2,0.80,4,25125.33,1,35,2.86,2443.24,1,330822.84
2,0.80,4,68167.53,2,33,2.86,2718.51,1,850632.48
1,1.00,0,6158.93,1,24,5.00,17.50,0,74117.16
1,1.00,2,9008.63,1,27,5.00,6.02,0,108175.80
2,0.80,4,5299.68,2,31,2.86,996.24,1,75551.04
2,0.80,4,20269.03,2,42,2.86,1757.81,1,264322.08
1,1.00,2,7984.82,1,20,5.00,27.31,0,96145.56
1,1.00,0,14625.78,2,24,1.00,18.74,0,175734.24
1,1.00,2,6261.02,1,18,5.00,16.53,0,75330.60
2,0.80,1,27446.77,1,34,2.86,39.00,0,329829.24
2,0.80,4,7022.35,1,18,2.86,761.33,1,93404.16
2,0.80,1,12461.52,2,27,2.86,28.00,0,149874.24
2,0.80,4,9068.13,1,21,2.86,1037.07,1,121262.40
1,1.00,0,9001.30,1,27,4.00,7.33,0,108103.56
1,1.00,0,63489.52,2,19,5.00,30.75,0,762243.24
2,0.80,1,8116.27,1,25,2.86,32.00,0,97779.24
1,1.00,0,1014.11,1,26,1.00,9.61,0,12284.64
1,0.00,0,8988.76,1,27,5.00,12.54,0,108015.60
1,0.00,2,6502.39,2,42,4.00,26.50,0,78346.68
2,0.80,4,8649.56,1,53,2.86,970.47,1,115440.36
2,0.80,1,14462.08,2,25,2.86,46.00,0,174096.96
1,1.00,2,7969.38,1,20,5.00,15.44,0,95817.84
1,0.00,0,6024.75,1,24,2.00,70.30,0,73140.60
2,0.80,1,12542.91,2,44,2.86,27.00,0,150838.92
2,0.80,4,2758.28,2,38,2.86,1002.13,1,45124.92
2,0.80,4,22480.73,1,38,2.86,1541.12,1,288262.20
2,0.80,4,7773.73,2,20,2.86,1099.70,1,106481.16
2,0.80,1,8331.91,2,22,2.86,1854.00,0,122230.92
2,0.80,4,9107.27,1,47,2.86,1272.47,1,124556.88
2,0.80,3,6482.39,2,42,2.86,20.00,0,78028.68
2,0.80,4,7397.59,1,30,2.86,4910.90,1,147701.88
2,0.80,4,8516.39,2,23,2.86,982.71,1,113989.20
1,1.00,0,22555.57,2,43,2.00,7.55,0,270757.44
1,1.00,0,1756.15,2,38,5.00,7.96,0,21169.32
2,0.80,1,24551.30,1,46,2.86,45.00,0,295155.60
2,0.80,3,43520.06,2,38,2.86,29.00,0,522588.72
2,0.80,1,205451.29,1,40,2.86,29.00,0,2465763.48
1,1.00,0,7935.60,1,20,1.00,33.78,0,95632.56
2,0.80,5,17231.58,1,19,2.86,179.00,0,208926.96
1,1.00,0,15667.06,2,39,2.00,38.88,0,188471.28
2,0.80,1,17657.63,2,52,2.86,20.00,0,212131.56
2,0.80,1,15633.06,2,39,2.86,34.00,0,188004.72
2,0.80,1,42063.02,2,42,2.86,151.00,0,506568.24
1,1.00,2,12344.25,2,19,5.00,15.33,0,148314.96
1,1.00,0,22533.12,2,43,1.00,22.45,0,270666.84
1,0.00,0,6462.89,2,42,3.00,19.50,0,77788.68
1,1.00,2,41167.85,2,21,2.00,32.05,0,494398.80
1,1.00,2,6003.89,1,24,2.00,20.86,0,72297.00
1,0.00,0,6986.42,1,18,4.00,35.93,0,84268.20
1,1.00,0,6447.07,2,42,3.00,15.82,0,77554.68
1,1.00,0,6633.90,1,18,3.00,11.45,0,79744.20
2,0.80,1,11568.46,2,22,2.86,40.00,0,139301.52
1,1.00,2,20793.50,2,29,5.00,8.13,0,249619.56
1,1.00,0,29445.42,1,50,2.00,10.05,0,353465.64
1,1.00,2,999.37,1,26,1.00,14.74,0,12169.32
1,1.00,2,266916.32,2,46,2.00,64.98,0,3203775.60
2,0.80,3,8415.79,2,37,2.86,86.00,0,102021.48
1,1.00,2,5360.48,1,40,1.00,9.42,0,64438.80
2,0.80,1,13240.78,2,24,2.86,1385.00,0,175509.36
1,1.00,0,989.86,1,26,1.00,9.51,0,11992.44
1,1.00,2,9877.83,2,21,2.00,8.19,0,118632.24
2,0.80,1,4042.15,1,27,2.86,173.00,0,50581.80
2,0.80,3,22153.42,2,40,2.86,21.00,0,266093.04
2,0.80,1,17592.00,2,19,2.86,27.00,0,211428.00
2,0.80,1,2060.96,2,37,2.86,166.00,0,26723.52
2,0.80,1,8744.27,1,43,2.86,29.00,0,105279.24
2,0.80,3,20547.21,2,23,2.86,25.00,0,246866.52
2,0.80,3,22494.12,2,43,2.86,39.00,0,270397.44
2,0.80,1,6542.90,1,18,2.86,91.00,0,79606.80
1,1.00,2,63464.99,2,19,5.00,24.53,0,761874.24
1,1.00,0,63453.80,2,19,5.00,11.19,0,761579.88
2,0.80,3,266894.32,2,46,2.86,22.00,0,3202995.84
2,0.80,1,10995.06,1,26,2.86,55.00,0,132600.72
2,0.80,1,9049.27,1,47,2.86,58.00,0,109287.24
1,1.00,0,5271.42,2,31,4.00,28.26,0,63596.16
1,0.00,0,12333.25,2,19,5.00,11.00,0,148131.00
1,1.00,2,13089.85,2,35,3.00,15.48,0,157263.96
2,0.80,3,23677.54,1,39,2.86,25.00,0,284430.48
2,0.80,1,5235.42,2,31,2.86,36.00,0,63257.04
1,1.00,0,3971.64,2,30,1.00,24.52,0,47953.92
1,1.00,0,266877.26,2,46,2.00,17.06,0,3202731.84
1,1.00,0,12318.88,2,19,5.00,14.37,0,147999.00
1,1.00,2,3955.91,2,30,1.00,15.73,0,47659.68
1,1.00,2,22458.58,2,43,2.00,35.54,0,269929.44
1,1.00,0,7747.29,2,20,2.00,26.44,0,93284.76
1,1.00,0,11501.78,1,34,7.00,23.75,0,138306.36
1,1.00,2,8983.36,1,27,5.00,5.40,0,107865.12
1,1.00,2,14253.15,1,34,3.00,41.66,0,171537.72
1,1.00,0,5981.30,1,24,2.00,22.59,0,72046.68
1,1.00,0,18659.43,2,35,1.00,60.61,0,224640.48
1,1.00,0,6519.72,1,18,3.00,23.18,0,78514.80
2,0.80,1,5328.48,1,40,2.86,32.00,0,64325.76
2,0.80,3,9553.62,1,20,2.86,39.00,0,115111.44
2,0.80,1,10240.69,2,22,2.86,34.00,0,123296.28
2,0.80,1,12432.52,2,27,2.86,29.00,0,149538.24
2,0.80,1,9847.83,2,21,2.86,30.00,0,118533.96
1,1.00,2,2739.69,2,38,3.00,18.59,0,33099.36
1,1.00,0,3935.01,2,30,3.00,20.90,0,47470.92
1,1.00,2,12311.71,2,19,3.00,7.17,0,147826.56
1,1.00,0,4784.38,2,25,2.00,11.77,0,57553.80
1,1.00,2,3068.80,1,21,7.00,22.63,0,37097.16
2,0.80,4,24451.16,2,23,2.86,3903.95,1,340261.32
2,0.80,1,68043.53,2,33,2.86,124.00,0,818010.36
1,1.00,0,23645.52,1,39,3.00,32.02,0,284130.48
1,1.00,2,18651.39,2,35,1.00,8.04,0,223913.16
1,1.00,2,18604.74,2,35,1.00,46.65,0,223816.68
1,1.00,0,4752.26,2,25,1.00,32.12,0,57412.56
1,1.00,0,5955.40,1,35,4.00,27.08,0,71789.76
1,1.00,2,6431.12,2,42,3.00,15.95,0,77364.84
1,1.00,2,6145.59,1,24,4.00,13.34,0,73907.16
1,1.00,0,5995.21,1,24,2.00,150.38,0,73747.08
1,1.00,0,14426.31,2,25,5.00,35.77,0,173544.96
1,0.00,0,43463.53,2,38,3.00,56.53,0,522240.72
2,0.80,4,18069.84,1,23,2.86,1626.48,1,236355.84
2,0.80,1,10949.06,1,26,2.86,46.00,0,131940.72
2,0.80,3,8920.08,1,27,2.86,57.00,0,107724.96
2,0.80,4,12978.93,2,22,2.86,983.36,1,167547.48
1,1.00,0,9511.37,1,20,3.00,42.25,0,114643.44
1,1.00,2,8977.08,1,27,4.00,6.28,0,107800.32
1,1.00,0,14241.71,1,34,3.00,11.44,0,171037.80
2,0.80,4,5402.55,2,24,2.86,1408.08,1,81727.56
2,0.80,3,4726.26,2,25,2.86,26.00,0,57027.12
2,0.80,4,9812.31,1,43,2.86,1068.04,1,130564.20
1,1.00,2,18576.33,2,35,1.00,28.41,0,223256.88
1,1.00,2,3899.09,2,30,1.00,35.92,0,47220.12
1,1.00,2,9501.61,1,20,3.00,9.76,0,114136.44
2,0.80,1,15449.86,2,21,2.86,94.00,0,186526.32
2,0.80,4,1966.78,1,26,2.86,1013.67,1,35765.40
2,0.80,1,20737.50,2,29,2.86,56.00,0,249522.00
2,0.80,4,9707.77,1,24,2.86,3712.56,1,161043.96
1,1.00,0,4710.32,2,25,3.00,15.94,0,56715.12
1,0.00,2,12292.01,2,19,5.00,19.70,0,147740.52
1,0.00,0,9495.11,1,20,3.00,6.50,0,114019.32
1,1.00,2,2057.32,2,37,1.00,3.64,0,24731.52
1,1.00,0,43408.64,2,38,5.00,54.89,0,521562.36
1,1.00,2,3053.91,1,21,7.00,14.89,0,36825.60
2,0.80,1,6950.42,1,18,2.86,36.00,0,83837.04
2,0.80,1,24945.33,1,35,2.86,180.00,0,301503.96
2,0.80,1,43344.96,2,38,2.86,35.00,0,520559.52
1,1.00,0,2321.06,2,38,3.00,418.63,0,32876.28
1,0.00,0,7929.28,1,20,5.00,6.32,0,95227.20
1,1.00,2,7137.49,2,28,2.00,46.46,0,86207.40
1,1.00,2,43379.96,2,38,3.00,28.68,0,520903.68
1,0.00,0,14410.09,2,25,3.00,16.22,0,173115.72
1,1.00,0,7132.92,2,28,2.00,4.57,0,85649.88
1,0.00,0,22042.05,2,40,3.00,111.37,0,265841.04
